name,cv_delta,cv_se,cv_z,ho_delta,ho_se,ho_z,verdict,min_z,source,cv_acc,ho_acc,pos_share_ho,theme,comb_z
VOL_RATIO_10_20,-0.0006574678096929,0.0006195679507873,-1.0611714322173298,-0.000883152173913,0.0012975973916397,-0.6806056944958904,noise,,screen_ordinary_part4.csv,0.5192458758837392,0.5221240942028986,0.5903168552469696,ordinary,-1.7417771267132203
VOL_RATIO_5_10,0.0003700035292644,0.0006121940648734,0.6043892786528511,-0.0007586050724637,0.0012651803594852,-0.5996023150188735,noise,,screen_ordinary_part4.csv,0.5202733472226966,0.5222486413043479,0.5938161795849216,ordinary,0.00478696363397757
STD_2_20,-0.0011043182258046,0.0006148040477556,-1.7962117032832787,0.0015851449275362,0.0011665943147637,1.3587799181562623,noise,,screen_ordinary_part4.csv,0.5187990254676276,0.5245923913043479,0.5932817006514592,ordinary,-0.4374317851270164
UP_VOL_20,7.684688684722827e-05,0.0006492119429033,0.11836949040642,-0.0003283514492753,0.0012448608588296,-0.2637655822708163,noise,,screen_ordinary_part4.csv,0.5199801905802794,0.5226788949275363,0.5915774187692866,ordinary,-0.1453960918643963
DOWN_VOL_20,0.000233386841536,0.0006117701094147,0.3814943521174932,-5.661231884057996e-05,0.0013367452264025,-0.0423508666591134,noise,,screen_ordinary_part4.csv,0.5201367305349682,0.522950634057971,0.5898832213952926,ordinary,0.3391434854583798
UP_DOWN_VOL_RATIO_20,0.0006375445427325,0.0006429640224816,0.9915710995333458,0.0007246376811594,0.0013370471822518,0.5419686685543618,noise,,screen_ordinary_part4.csv,0.5205408882361647,0.523731884057971,0.5977390532663722,ordinary,1.5335397680877074
MAD_20,-0.0005550052938966,0.0005928617135446,-0.9361462904703032,0.0007019927536231,0.001198631834078,0.5856616966652849,noise,,screen_ordinary_part4.csv,0.5193483383995355,0.5237092391304348,0.5921018131945704,ordinary,-0.3504845938050183
RANGE_20,-0.0007570841444949,0.0006145315353773,-1.2319695587793942,0.0003623188405797,0.0012101004810604,0.2994121944833919,noise,,screen_ordinary_part4.csv,0.5191462595489372,0.5233695652173913,0.5915169117202154,ordinary,-0.9325573642960023
ABS_RET_TREND,0.0002732333754568,0.0006206901467661,0.4402089784740091,0.0005661231884057,0.0011445279959705,0.494634635761563,noise,,screen_ordinary_part4.csv,0.520176577068889,0.5235733695652174,0.5914765736875013,ordinary,0.934843614235572
XS_IQR_RET1,2.5615628949075863e-05,0.000792403703751,0.0323264881623067,0.0008718297101449,0.0016916469016543,0.5153733378356469,noise,,screen_xs_part1.csv,0.5199289593223813,0.5238790760869565,0.5931304330287812,xs,0.5476998259979535
XS_MAD_RET1,0.0004411580541229,0.0007966545072142,0.5537633316927061,0.0001811594202898,0.0016205454529563,0.1117891633087892,noise,,screen_xs_part1.csv,0.5203445017475551,0.5231884057971015,0.5911740384421452,xs,0.6655524950014953
XS_STD_RM5,0.0008396233933308,0.0007886487188077,1.064635462288194,0.0017889492753623,0.0014717804929716,1.215500058538113,noise,,screen_xs_part1.csv,0.520742967086763,0.524796195652174,0.6046066033359553,xs,2.280135520826307
XS_STD_RM20,-0.0011185491307763,0.0007362219974808,-1.519309575921075,0.0004189311594202,0.0014063088461566,0.2978941365299658,noise,,screen_xs_part1.csv,0.5187847945626558,0.5234261775362319,0.5921219822109276,xs,-1.2214154393911092
XS_IQR_RM20,-0.000341541719321,0.0007368329799317,-0.4635266452821478,-0.0004076086956521,0.0013305269667772,-0.3063513223181585,noise,,screen_xs_part1.csv,0.5195618019741112,0.5225996376811595,0.6040217018616002,xs,-0.7698779676003062
XS_SKEW_RET1,0.0001309243257397,0.0008070692455044,0.1622219239166875,0.0036005434782608,0.0014987942679159,2.402293333605652,survivor,,screen_xs_part1.csv,0.5200342680191719,0.5266077898550725,0.5989290252314394,xs,2.564515257522339
XS_KURT_RET1,0.000142309049717,0.0008476542102967,0.1678857345228906,0.0026154891304347,0.001540024049346,1.6983430431138071,survivor,,screen_xs_part1.csv,0.5200456527431493,0.5256227355072464,0.5939271091748856,xs,1.8662287776366977
XS_DISP_REL,-0.000816853945376,0.0008071594335726,-1.012010652914708,0.0012115036231884,0.0017417900480544,0.6955508929113776,noise,,screen_xs_part1.csv,0.519086489748056,0.5242187500000001,0.5893285734454731,xs,-0.3164597600033303
XS_DISP_SLOPE,0.0001679246786661,0.0006890362888498,0.2437094843676144,0.0003509963768115,0.0015565425618386,0.2254974489081616,noise,,screen_xs_part1.csv,0.5200712683720984,0.5233582427536232,0.5915269962283939,xs,0.469206933275776
XS_STD_VOL,0.0001451552307114,0.0007111466626581,0.204114338621607,-0.0011888586956521,0.0017246253327293,-0.6893431710009327,noise,,screen_xs_part1.csv,0.5200484989241436,0.5218183876811594,0.6073193360359815,xs,-0.4852288323793257
XS_MEAN_VOL,-2.846180994341835e-06,0.0007684913680887,-0.0037035952679863,0.0020720108695652,0.0016428163280415,1.2612553419378782,noise,,screen_xs_part1.csv,0.5199004975124378,0.5250792572463768,0.5908412496722535,xs,1.257551746669892
XS_MEDIAN_RET1,0.000341541719321,0.0006623671197842,0.5156380942222129,0.0004076086956521,0.0016422527359323,0.248200953929766,noise,,screen_xs_part1.csv,0.5202448854127532,0.5234148550724638,0.5883604606603337,xs,0.7638390481519788
XS_MEAN_MINUS_MED_RET1,-0.0006005441898061,0.0007164680796385,-0.8382009008818353,0.0010529891304347,0.0014511008860378,0.7256484649457738,noise,,screen_xs_part1.csv,0.519302799503626,0.5240602355072465,0.5885722353320828,xs,-0.11255243593606146
XS_MED_RM5,-0.0009733939000648,0.0006871974992697,-1.4164689206513477,0.0002490942028985,0.0013866833828115,0.1796330770139527,noise,,screen_xs_part1.csv,0.5189299497933673,0.5232563405797102,0.5957927431879148,xs,-1.236835843637395
XS_SHARE_POS_RM5,-0.0007969306784157,0.0007139197719665,-1.1162748388666697,-0.0019927536231884,0.0014619268563394,-1.3631007697458597,noise,,screen_xs_part1.csv,0.5191064130150165,0.5210144927536232,0.5958330812206288,xs,-2.4793756086125294
XS_SHARE_POS_RM20,-0.0005777747418513,0.0007354670569419,-0.785588880423491,0.001370018115942,0.0013022598635304,1.0520312837008257,noise,,screen_xs_part1.csv,0.5193255689515808,0.5243772644927537,0.5999878985901858,xs,0.2664424032773347
XS_BREADTH_MOM,-0.0007770074114553,0.000679404420937,-1.1436596341008254,0.000294384057971,0.0014706397784299,0.2001741434502003,noise,,screen_xs_part1.csv,0.5191263362819769,0.5233016304347826,0.5913555595893588,xs,-0.9434854906506251
XS_BREADTH_SLOPE,-0.0001736170406548,0.0007993261778809,-0.217204247101115,0.000396286231884,0.0015638444496233,0.2534051465153711,noise,,screen_xs_part1.csv,0.5197297266527773,0.5234035326086957,0.5971743208083742,xs,0.03620089941425611
XS_BREADTH_MEAN20,0.0013803977822557,0.0008067672433091,1.711023586671362,0.0021399456521739,0.0018827927405343,1.136580573157849,survivor,,screen_xs_part1.csv,0.5212837414756879,0.5251471920289855,0.611484237913717,xs,2.847604159829211
XS_BREADTH_STD20,0.001266550542482,0.0007151623134456,1.7709973228033016,0.0017210144927536,0.001542675276367,1.1156038598133255,survivor,,screen_xs_part1.csv,0.5211698942359143,0.5247282608695653,0.5857687420584498,xs,2.8866011826166273
XS_BREADTH_LAG2,-0.0002675410134681,0.0007602826140189,-0.3518967927648339,0.0004076086956521,0.0013707080144147,0.2973709144220712,noise,,screen_xs_part2.csv,0.519635802679964,0.5234148550724638,0.5928278977834252,xs,-0.05452587834276268
XS_BREADTH_LAG3,-0.0009107779181893,0.0007387277961748,-1.2329005662240686,-9.057971014492694e-05,0.0015473364906001,-0.0585391158905554,noise,,screen_xs_part2.csv,0.5189925657752428,0.5229166666666667,0.5916681793428934,xs,-1.2914396821146241
XS_MOM_AGREE_1v5,-0.000449696597106,0.0007608972680464,-0.5910082950627222,0.0008605072463768,0.0016280964426985,0.5285357942005697,noise,,screen_xs_part2.csv,0.5194536470963261,0.5238677536231884,0.5890865452491882,xs,-0.0624725008621525
XS_MOM_AGREE_5v20,0.0004952354930154,0.0006865961454829,0.7212908145109397,0.0010303442028985,0.0016357863985718,0.6298769838153286,noise,,screen_xs_part2.csv,0.5203985791864476,0.5240375905797102,0.5969121235957322,xs,1.3511677983262684
XS_SHARE_SHOCK,0.0004240809681569,0.0007170536006329,0.591421572644725,9.057971014492716e-05,0.0014470108751197,0.0625978088363914,noise,,screen_xs_part2.csv,0.5203274246615891,0.5230978260869565,0.5989895322805107,xs,0.6540193814811164
XS_SHARE_NEG_SHOCK,0.0004923893120211,0.0007056220098598,0.6978088907954247,-0.0005661231884057,0.0014030801280942,-0.4034859998870818,noise,,screen_xs_part2.csv,0.5203957330054533,0.5224411231884059,0.5937556725358504,xs,0.29432289090834296
XS_GMEAN_RET1_G1,-0.0001593861356831,0.000806603010532,-0.1976017118731031,3.396739130434741e-05,0.0016168818826987,0.0210079608583732,noise,,screen_xs_part2.csv,0.519743957557749,0.523041213768116,0.6171416470018757,xs,-0.1765937510147299
XS_GMEAN_RM5_G1,-0.0002903104614228,0.0009263566789694,-0.3133895053747951,-0.0001924818840579,0.0020034021965223,-0.0960775047527126,noise,,screen_xs_part2.csv,0.5196130332320092,0.5228147644927537,0.6143684072527783,xs,-0.4094670101275077
XS_GBREADTH_G1,-0.0006887758006307,0.0008174378109968,-0.8426033043305864,-0.0002490942028985,0.0017413937321071,-0.1430430110697269,noise,,screen_xs_part2.csv,0.5192145678928014,0.5227581521739131,0.6086504911155483,xs,-0.9856463154003132
XS_GMEAN_RET1_G2,0.0002903104614228,0.0007674506410932,0.3782790004700425,0.0001698369565217,0.0014218407564156,0.1194486483492614,noise,,screen_xs_part2.csv,0.5201936541548551,0.5231770833333333,0.597829813839979,xs,0.49772764881930387
XS_GMEAN_RM5_G2,0.000224848298553,0.0007853701644139,0.2862959515667241,0.0010869565217391,0.0017208426203425,0.6316420275101842,noise,,screen_xs_part2.csv,0.5201281919919851,0.5240942028985508,0.6054234484984168,xs,0.9179379790769082
XS_GBREADTH_G2,0.0013234741623689,0.0007379459221182,1.793456841078536,0.0006114130434782,0.0014026538651021,0.4358973077322604,survivor,,screen_xs_part2.csv,0.521226817855801,0.5236186594202898,0.5931405175369597,xs,2.2293541488107964
XS_GMEAN_RET1_G3,0.0003273108143493,0.0007301900192792,0.4482542977955266,-0.0011209239130434,0.0014452577671252,-0.7755875377671076,noise,,screen_xs_part2.csv,0.5202306545077815,0.5218863224637681,0.5980113349871927,xs,-0.32733323997158104
XS_GMEAN_RM5_G3,-0.0002760795564511,0.0007652278927663,-0.3607808328223802,-0.0001585144927536,0.0015292618942739,-0.103654248724275,noise,,screen_xs_part2.csv,0.519627264136981,0.522848731884058,0.5861418688610557,xs,-0.46443508154665525
XS_GBREADTH_G3,0.0004610813210833,0.0007193102846058,0.6410047665814065,9.057971014492765e-05,0.001606381991753,0.056387403874017,noise,,screen_xs_part2.csv,0.5203644250145155,0.5230978260869565,0.5882999536112624,xs,0.6973921704554235
XS_GMEAN_RET1_G4,-0.0011640880266857,0.0007176527627085,-1.622076980923712,-0.0014605978260869,0.0016125024746939,-0.9057957113301108,noise,,screen_xs_part2.csv,0.5187392556667464,0.5215466485507246,0.6013493071942881,xs,-2.527872692253823
XS_GMEAN_RM5_G4,0.0004724660450607,0.0007131581896182,0.6624982394349859,-0.001664402173913,0.0015306943502807,-1.0873510924031211,noise,,screen_xs_part2.csv,0.5203758097384928,0.5213428442028986,0.5904580383614692,xs,-0.42485285296813524
XS_GBREADTH_G4,0.0002390792035247,0.0007031645765292,0.3400046184134928,0.0006567028985507,0.0015396582791012,0.4265250981107685,noise,,screen_xs_part2.csv,0.5201424228969569,0.5236639492753623,0.5710856981505013,xs,0.7665297165242613
XS_N_GROUPS,0.0003244646333549,0.0006875847660756,0.471890375359584,0.0021173007246376,0.0013904450905172,1.522750333024682,survivor,,screen_xs_part2.csv,0.5202278083267872,0.5251245471014493,0.6096186039006878,xs,1.994640708384266
XS_GROUP_DISP_RET1,-0.0007371608775345,0.0008582343943986,-0.8589272142269171,0.0001132246376811,0.0017823848402363,0.0635242373729708,noise,,screen_xs_part2.csv,0.5191661828158977,0.5231204710144928,0.6131986043040681,xs,-0.7954029768539463
SV_MEAN_2_20,-0.0004383118731286,0.0006098498908388,-0.7187209175781696,-0.0007019927536231,0.001150232941524,-0.610304859373119,noise,,volscreen/screen_volume_c1_path.csv,0.5194650318203036,0.5223052536231885,0.5916681793428934,volume,-1.3290257769512885
SV_STD_2_20,0.0004952354930154,0.0006060550298412,0.8171460818420946,0.0001698369565217,0.0011517027424627,0.147465965183485,noise,,volscreen/screen_volume_c1_path.csv,0.5203985791864476,0.5231770833333333,0.5921118977027491,volume,0.9646120470255796
SV_SLOPE_2_20,-0.0005009278550041,0.0005906185180014,-0.8481411261862071,0.0009057971014492,0.0012128179984582,0.7468532810369778,noise,,volscreen/screen_volume_c1_path.csv,0.519402415838428,0.5239130434782608,0.5894899255763296,volume,-0.10128784514922928
SV_EWMA_2_20,0.00058346710384,0.0006067086094967,0.961692474290184,5.661231884057969e-05,0.0011906084264785,0.0475490661594102,noise,,volscreen/screen_volume_c1_path.csv,0.5204868107972722,0.5230638586956522,0.5963978136786269,volume,1.0092415404495942
ABSV_MEAN_2_20,0.0005066202169928,0.0006063418552118,0.8355356184604114,0.0005774456521739,0.0011966391277354,0.4825562183201352,noise,,volscreen/screen_volume_c1_path.csv,0.520409963910425,0.5235846920289855,0.590568967951433,volume,1.3180918367805465
ABSV_STD_2_20,0.0005009278550041,0.0005950765267023,0.841787287057097,0.0001698369565217,0.0011447588389856,0.1483604674956879,noise,,volscreen/screen_volume_c1_path.csv,0.5204042715484363,0.5231770833333333,0.5921118977027491,volume,0.9901477545527849
ABSV_SLOPE_2_20,-3.130799093775964e-05,0.0005909563537931,-0.0529785164958515,0.0007812499999999,0.0012031367168448,0.6493443255965143,noise,,volscreen/screen_volume_c1_path.csv,0.5198720357024944,0.5237884963768116,0.5900949960670419,volume,0.5963658091006628
ABSV_EWMA_2_20,-0.0002903104614228,0.0005934678531514,-0.4891763890516425,0.0008944746376811,0.0011808786386678,0.7574653384281884,noise,,volscreen/screen_volume_c1_path.csv,0.5196130332320092,0.5239017210144927,0.5910530243440028,volume,0.2682889493765459
SV_MEAN_NOSENT_2_20,-1.0842021724855044e-19,0.000600057826478,-1.806829483166876e-16,-0.0017889492753623,0.0012588122750362,-1.421140634580215,noise,,volscreen/screen_volume_c1_path.csv,0.5199033436934322,0.5212182971014493,0.5962667150723059,volume,-1.4211406345802151
ABSV_MEAN_NOSENT_2_20,0.0004810045880437,0.0006210153153529,0.7745454518627339,0.0001245471014492,0.0012077507460954,0.1031231831997837,noise,,volscreen/screen_volume_c1_path.csv,0.520384348281476,0.5231317934782609,0.5904277848369335,volume,0.8776686350625176
SENT_COUNT,0.0001110010587793,0.0005985955888058,0.1854358115147104,0.0006114130434782,0.001276408909767,0.4790103224756274,noise,,volscreen/screen_volume_c1_path.csv,0.5200143447522115,0.5236186594202898,0.5970633912184102,volume,0.6644461339903378
SENT_POS_COUNT,-0.0007115452485854,0.0005908328623948,-1.2043088559787511,-0.0001132246376811,0.0011466328252089,-0.0987453308433961,noise,,volscreen/screen_volume_c1_path.csv,0.5191917984448468,0.5228940217391305,0.5963776446622698,volume,-1.3030541868221472
SENT_NET,-0.0007656226874779,0.0005913352244646,-1.2947354661158923,0.0001811594202898,0.0012120330921563,0.1494673878644319,noise,,volscreen/screen_volume_c1_path.csv,0.5191377210059542,0.5231884057971015,0.5936850809786006,volume,-1.1452680782514604
SENT_FIRST_LAG,-0.0006489292667099,0.0006012264606539,-1.0793424926841746,-0.0003170289855072,0.0012134301908591,-0.2612667691107688,noise,,volscreen/screen_volume_c1_path.csv,0.5192544144267223,0.5226902173913044,0.5923135878663197,volume,-1.3406092617949434
SENT_LAST_LAG,-0.0005350820269362,0.0005973783459621,-0.8957171456800574,-0.0004528985507246,0.0012294049441051,-0.3683884247385141,noise,,volscreen/screen_volume_c1_path.csv,0.5193682616664959,0.522554347826087,0.593634658437708,volume,-1.2641055704185715
SENT_RECENT_SIGN,-0.0009591629950931,0.0005890386790561,-1.628353161171139,-9.057971014492748e-05,0.001146302622778,-0.0790190202351723,noise,,volscreen/screen_volume_c1_path.csv,0.518944180698339,0.5229166666666667,0.6012988846533954,volume,-1.7073721814063114
SENT_FIRST_POS_LAG,-0.00058346710384,0.0005975937612185,-0.9763607683091052,0.0010982789855072,0.0013091714061648,0.8389115285710306,noise,,volscreen/screen_volume_c1_path.csv,0.5193198765895921,0.5241055253623189,0.5928984893406749,volume,-0.13744923973807466
SENT_FIRST_NEG_LAG,-0.0008396233933308,0.0005905153608923,-1.4218485223856627,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c1_path.csv,0.5190637203001013,0.5232110507246377,0.5913152215566447,volume,-1.2496539910088134
ABSV_MAX_LAG_2_20,-0.000566390017874,0.0006145016782822,-0.9217062180484988,-1.8973538018496328e-19,0.0011934715226233,-1.5897771885491366e-16,noise,,volscreen/screen_volume_c1_path.csv,0.5193369536755581,0.5230072463768116,0.5918194469655715,volume,-0.921706218048499
ABSV_MAX_2_20,0.000125231963751,0.0006029722659354,0.207691084359843,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c1_path.csv,0.5200285756571832,0.5232110507246377,0.5913152215566447,volume,0.37988561573669233
ABSV_LOGRATIO_5_15,0.0009335473661441,0.000604348891012,1.5447159414502905,0.0001924818840579,0.0011587049213093,0.1661181207726922,survivor,,volscreen/screen_volume_c2_trend_agree.csv,0.5208368910595763,0.5231997282608696,0.5900849115588632,volume,1.7108340622229827
ABSV_LOGRATIO_3_17,-6.546216286986128e-05,0.0006138066271014,-0.1066494885840344,-0.0001358695652173,0.0012189287240973,-0.1114663741458777,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5198378815305623,0.5228713768115942,0.592525362538069,volume,-0.21811586272991212
ABSV_LAST_Z,-0.0005863132848344,0.000582762752082,-1.0060925869741182,-0.0004189311594202,0.001148147838094,-0.3648756244803143,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5193170304085978,0.5225883152173914,0.5891167987737238,volume,-1.3709682114544326
SV_LAST_Z,-0.0001309243257397,0.0006153352146483,-0.2127691096218855,1.1322463768116005e-05,0.0012015791620381,0.0094229861217885,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5197724193676925,0.5230185688405797,0.5915068272120368,volume,-0.203346123500097
ABSV_CV_2_20,-6.261598187551944e-05,0.0006247705813224,-0.1002223596107595,-0.0002490942028985,0.0012313640450231,-0.20229127519625,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5198407277115566,0.5227581521739131,0.5901050805752204,volume,-0.3025136348070095
ABSV_MEAN_2_6,-0.0004781584070494,0.0006255888983751,-0.7643332678878787,0.0008038949275362,0.0011704734929345,0.6868117325073048,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5194251852863827,0.5238111413043478,0.590982432786753,volume,-0.07752153538057394
ABSV_DIFF_5_MID,-0.0001366166877284,0.0006053454621136,-0.2256838388635116,-0.0009737318840579,0.0011889852828128,-0.8189604178736147,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5197667270057038,0.5220335144927537,0.5938968556503499,volume,-1.0446442567371264
SV_LATEST,0.0010587793298951,0.0006374473111787,1.6609675989335655,0.000101902173913,0.001231690857067,0.0827335636441275,survivor,,volscreen/screen_volume_c2_trend_agree.csv,0.5209621230233273,0.5231091485507247,0.591678263851072,volume,1.743701162577693
ABSV_LATEST_LOGRATIO_MED,8.823161082459547e-05,0.0005984902100016,0.1474236492930304,-6.793478260869559e-05,0.0012389333558513,-0.0548332824262491,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5199915753042568,0.5229393115942029,0.5928480667997822,volume,0.09259036686678129
ABSV_GT1_COUNT_2_6,-0.0008396233933308,0.0005905153608923,-1.4218485223856627,0.0005208333333333,0.0012032043545766,0.4328718819477483,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5190637203001013,0.5235280797101449,0.5906395595086827,volume,-0.9889766404379144
ABSV_GT1_COUNT_20,-0.0002988490044058,0.000596414720284,-0.5010758357264852,0.0005774456521739,0.0011966391277354,0.4825562183201352,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5196044946890263,0.5235846920289855,0.590568967951433,volume,-0.018519617406349997
AGREE_2_6,-0.0001309243257397,0.0005783477149457,-0.2263764900532446,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5197724193676925,0.5232110507246377,0.5913152215566447,volume,-0.054181958676395275
AGREE_2_11,-0.0006546216286986,0.0005900333268236,-1.109465514808531,-0.0002717391304347,0.0011676658624901,-0.2327199408358707,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5192487220647336,0.5227355072463769,0.592807728767068,volume,-1.3421854556444017
AGREE_2_20,-0.0004895431310267,0.0005947978133615,-0.8230412419643759,0.0004076086956521,0.0011867693279443,0.343460760279511,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5194138005624054,0.5234148550724638,0.5904580383614692,volume,-0.4795804816848649
AGREE_CHG_5_v_15,-4.553889590946865e-05,0.0005883088586409,-0.0774064426204039,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5198578047975227,0.5232110507246377,0.5913152215566447,volume,0.09478808875644541
AGREE_1,-0.0006716987146646,0.0005929103834776,-1.1328840468688,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5192316449787675,0.5232110507246377,0.5913152215566447,volume,-0.9606895154919506
AGREE_2,-0.0009677015380762,0.0005996739423421,-1.6137128358397803,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5189356421553559,0.5232110507246377,0.5913152215566447,volume,-1.441518304462931
AGREE_12,0.0010502407869121,0.0005993551314601,1.752284633575219,0.0005208333333333,0.0012225020004342,0.4260388393216037,survivor,,volscreen/screen_volume_c2_trend_agree.csv,0.5209535844803442,0.5235280797101449,0.5923035033581412,volume,2.178323472896823
SV2SIGN_x_RET1,0.0010587793298951,0.0006287653194231,1.683902240133881,-0.0001132246376811,0.0012543963323128,-0.0902622518613334,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5209621230233273,0.5228940217391305,0.5912042919666808,volume,1.5936399882725476
SV2SIGN_x_RET1SIGN,-0.0006460830857155,0.0005920912812276,-1.0911883120047978,0.0004981884057971,0.0012241084430838,0.4069806140230906,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5192572606077166,0.5235054347826087,0.5915975877856436,volume,-0.6842076979817072
SVLATEST_SIGN_x_RET1,-0.0006318521807438,0.0006231572849921,-1.0139529713623523,0.0008265398550724,0.0011848387543053,0.6975969110303781,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5192714915126883,0.523833786231884,0.5903874468042194,volume,-0.31635606033197416
SV1_x_RET1,-0.00058346710384,0.0005864192119575,-0.9949658741438636,0.000203804347826,0.0011835703851712,0.1721945313768493,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5193198765895921,0.5232110507246377,0.5913152215566447,volume,-0.8227713427670142
SV2_x_RET2,0.0001195396017623,0.0006281288301525,0.190310643333039,0.0007246376811594,0.0012288922800606,0.5896673719226667,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5200228832951945,0.523731884057971,0.5950565740908816,volume,0.7799780152557056
SV2_x_RET1,0.0010189327959743,0.0006110846241352,1.6674168449521678,-0.0015172101449275,0.001266242904295,-1.1981983391822024,noise,,volscreen/screen_volume_c2_trend_agree.csv,0.5209222764894065,0.5214900362318841,0.5917085173756076,volume,0.4692185057699654
VWR_1_5,0.0003,0.0006,0.4,0.0005,0.0013,0.4,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,0.8
VWR_1_10,-0.0004,0.0006,-0.6,-0.0002,0.0013,-0.2,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,-0.8
VWR_1_20,0.0006,0.0006,1.0,0.0004,0.0012,0.4,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,1.4
VWR20_MINUS_MEAN20,-0.0006,0.0006,-1.0,0.0001,0.0012,0.1,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,-0.9
SVR_SUM_1_5,0.0003,0.0006,0.5,-0.0001,0.0011,-0.1,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,0.4
SVR_SUM_1_20,0.0001,0.0006,0.2,-0.0007,0.0011,-0.6,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,-0.39999999999999997
HIVOL_RET_20,0.0002,0.0006,0.4,0.0009,0.0012,0.7,noise,,volscreen/screen_volume_g_fromlog.csv,,,,volume,1.1
